市场代码,合约代码,时间,最新,持仓,增仓,成交额,成交量,开仓,平仓,成交类型,方向,买一价,卖一价,买一量,卖一量
sc,au1706,2017-02-08 21:14:26.000,278.6500,325516,-4,1114600.0000,4.0000,0,4,双平,B,278.5500,278.6500,53,109
sc,au1706,2017-02-08 21:14:26.500,278.6500,325542,26,8916800.0000,32.0000,29,3,多开,B,278.5500,278.6500,55,94
sc,au1706,2017-02-08 21:14:27.000,278.6500,325542,0,1671900.0000,6.0000,3,3,多换,B,278.5500,278.6500,60,91
sc,au1706,2017-02-08 21:14:27.500,278.5500,325542,0,557100.0000,2.0000,1,1,空换,S,278.5500,278.6500,60,92
sc,au1706,2017-02-08 21:14:30.500,278.6500,325542,0,557300.0000,2.0000,1,1,多换,B,278.6000,278.6500,26,85
sc,au1706,2017-02-08 21:14:31.500,278.6500,325544,2,557300.0000,2.0000,2,0,双开,B,278.6000,278.6500,26,84
sc,au1706,2017-02-08 21:14:32.500,278.6000,325542,-2,3343700.0000,12.0000,5,7,多平,S,278.6000,278.6500,25,79
sc,au1706,2017-02-08 21:14:33.000,278.6000,325558,16,5014800.0000,18.0000,17,1,空开,S,278.6000,278.6500,11,79
sc,au1706,2017-02-08 21:14:33.500,278.6500,325562,4,2786500.0000,10.0000,7,3,多开,B,278.6000,278.6500,12,74
sc,au1706,2017-02-08 21:14:34.000,278.6500,325562,0,1114600.0000,4.0000,2,2,多换,B,278.6000,278.6500,17,72
sc,au1706,2017-02-08 21:14:34.500,278.6000,325562,0,557200.0000,2.0000,1,1,空换,S,278.6000,278.6500,16,72
sc,au1706,2017-02-08 21:14:35.500,278.6500,325562,0,4458400.0000,16.0000,8,8,多换,B,278.6000,278.6500,16,64
sc,au1706,2017-02-08 21:14:36.000,278.6000,325562,0,2786000.0000,10.0000,5,5,空换,S,278.6000,278.6500,11,64
sc,au1706,2017-02-08 21:14:36.500,278.6000,325562,0,1114400.0000,4.0000,2,2,空换,S,278.6000,278.6500,15,65
sc,au1706,2017-02-08 21:14:37.500,278.6500,325562,0,557300.0000,2.0000,1,1,多换,B,278.6000,278.6500,16,64
sc,au1706,2017-02-08 21:14:38.500,278.6500,325562,0,557300.0000,2.0000,1,1,多换,B,278.6000,278.6500,19,63
sc,au1706,2017-02-08 21:14:39.000,278.6000,325562,0,557200.0000,2.0000,1,1,空换,S,278.6000,278.6500,19,63
sc,au1706,2017-02-08 21:14:39.500,278.6500,325558,-4,1114600.0000,4.0000,0,4,双平,B,278.6000,278.6500,19,62
sc,au1706,2017-02-08 21:14:40.000,278.6500,325558,0,557300.0000,2.0000,1,1,多换,B,278.6000,278.6500,19,61
sc,au1706,2017-02-08 21:14:41.000,278.6500,325558,0,557300.0000,2.0000,1,1,多换,B,278.6000,278.6500,20,62
sc,au1706,2017-02-08 21:14:41.500,278.6500,325556,-2,1114600.0000,4.0000,1,3,空平,B,278.6000,278.6500,43,60
sc,au1706,2017-02-08 21:14:42.000,278.6500,325556,0,557300.0000,2.0000,1,1,多换,B,278.6000,278.6500,46,59
sc,au1706,2017-02-08 21:14:43.500,278.6500,325554,-2,557300.0000,2.0000,0,2,双平,B,278.6000,278.6500,36,58
sc,au1706,2017-02-08 21:14:44.000,278.6000,325552,-2,557200.0000,2.0000,0,2,双平,S,278.6000,278.6500,35,58
sc,au1706,2017-02-08 21:14:45.000,278.6500,325542,-10,2786500.0000,10.0000,0,10,双平,B,278.6000,278.6500,33,53
sc,au1706,2017-02-08 21:14:45.500,278.6500,325540,-2,557300.0000,2.0000,0,2,双平,B,278.6000,278.6500,33,52
sc,au1706,2017-02-08 21:14:47.000,278.6500,325532,-8,2229200.0000,8.0000,0,8,双平,B,278.6000,278.6500,34,50
sc,au1706,2017-02-08 21:14:47.500,278.6500,325530,-2,1114600.0000,4.0000,1,3,空平,B,278.6000,278.6500,34,48
sc,au1706,2017-02-08 21:14:49.000,278.6500,325528,-2,557300.0000,2.0000,0,2,双平,B,278.6000,278.6500,36,47
sc,au1706,2017-02-08 21:14:49.500,278.6500,325564,36,16161700.0000,58.0000,47,11,多开,B,278.6000,278.6500,40,18
sc,au1706,2017-02-08 21:14:50.500,278.6500,325560,-4,1114600.0000,4.0000,0,4,双平,B,278.6000,278.6500,42,16
sc,au1706,2017-02-08 21:14:51.500,278.6500,325560,0,2229200.0000,8.0000,4,4,多换,B,278.6000,278.6500,45,2
sc,au1706,2017-02-08 21:14:52.000,278.6500,325562,2,1114600.0000,4.0000,3,1,多开,B,278.6500,278.7000,18,91
sc,au1706,2017-02-08 21:14:52.500,278.6000,325544,-18,6129700.0000,22.0000,2,20,多平,S,278.6000,278.7000,40,101
sc,au1706,2017-02-08 21:14:53.500,278.6500,325544,0,557300.0000,2.0000,1,1,多换,B,278.6000,278.6500,39,13
sc,au1706,2017-02-08 21:14:54.000,278.6500,325544,0,1671900.0000,6.0000,3,3,多换,B,278.6000,278.6500,38,26
sc,au1706,2017-02-08 21:14:54.500,278.6500,325524,-20,6687600.0000,24.0000,2,22,空平,B,278.6000,278.6500,38,15
sc,au1706,2017-02-08 21:14:55.000,278.6500,325524,0,557300.0000,2.0000,1,1,多换,B,278.6000,278.6500,38,15
sc,au1706,2017-02-08 21:14:55.500,278.6500,325522,-2,557300.0000,2.0000,0,2,双平,B,278.6000,278.6500,38,14
sc,au1706,2017-02-08 21:14:56.500,278.6500,325522,0,557300.0000,2.0000,1,1,多换,B,278.6000,278.6500,37,14
sc,au1706,2017-02-08 21:14:57.000,278.6500,325522,0,557300.0000,2.0000,1,1,多换,B,278.6000,278.6500,37,19
sc,au1706,2017-02-08 21:14:57.500,278.6000,325522,0,2786000.0000,10.0000,5,5,空换,S,278.6000,278.6500,32,24
sc,au1706,2017-02-08 21:15:00.000,278.6500,325522,0,2229200.0000,8.0000,4,4,多换,B,278.6000,278.6500,28,45
sc,au1706,2017-02-08 21:15:00.500,278.6500,325522,0,13375100.0000,48.0000,24,24,多换,B,278.6000,278.6500,31,22
sc,au1706,2017-02-08 21:15:01.000,278.6500,325522,0,557300.0000,2.0000,1,1,多换,B,278.6000,278.6500,26,33
sc,au1706,2017-02-08 21:15:03.000,278.6500,325520,-2,1671900.0000,6.0000,2,4,空平,B,278.6000,278.6500,26,57
sc,au1706,2017-02-08 21:15:03.500,278.6500,325520,0,1671900.0000,6.0000,3,3,多换,B,278.6000,278.6500,29,54
sc,au1706,2017-02-08 21:15:04.000,278.6000,325522,2,557200.0000,2.0000,2,0,双开,S,278.6000,278.6500,41,75
sc,au1706,2017-02-08 21:15:04.500,278.6000,325520,-2,557200.0000,2.0000,0,2,双平,S,278.6000,278.6500,40,76
sc,au1706,2017-02-08 21:15:06.000,278.6500,325520,0,2786500.0000,10.0000,5,5,多换,B,278.6000,278.6500,52,41
sc,au1706,2017-02-08 21:15:07.500,278.6500,325526,6,4458400.0000,16.0000,11,5,多开,B,278.6000,278.6500,52,21
sc,au1706,2017-02-08 21:15:08.000,278.6500,325520,-6,1671900.0000,6.0000,0,6,双平,B,278.6000,278.6500,54,14
sc,au1706,2017-02-08 21:15:08.500,278.6500,325516,-4,1114600.0000,4.0000,0,4,双平,B,278.6000,278.6500,58,12
sc,au1706,2017-02-08 21:15:09.000,278.6500,325516,0,557300.0000,2.0000,1,1,多换,B,278.6000,278.6500,59,11
sc,au1706,2017-02-08 21:15:11.500,278.6500,325520,4,6130300.0000,22.0000,13,9,多开,B,278.6500,278.7000,11,95
sc,au1706,2017-02-08 21:15:12.000,278.6500,325522,2,3901100.0000,14.0000,8,6,多开,B,278.6500,278.7000,5,98
sc,au1706,2017-02-08 21:15:13.500,278.6500,325516,-6,7245100.0000,26.0000,10,16,空平,B,278.6500,278.7000,17,99
sc,au1706,2017-02-08 21:15:14.500,278.6500,325516,0,5573000.0000,20.0000,10,10,多换,B,278.6500,278.7000,5,104
sc,au1706,2017-02-08 21:15:15.000,278.6000,325518,2,4458100.0000,16.0000,9,7,空开,S,278.6000,278.7000,51,101
sc,au1706,2017-02-08 21:15:16.000,278.6500,325516,-2,1114600.0000,4.0000,1,3,空平,B,278.6500,278.7000,1,99
